Str. Nr.;Straße (Katalog);Absch-Nr.;Straßenkürzel;Klassifizierung;Straßentyp;Länge
2461;Rheingewann;7405;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.178
388;Wachenburgstraße;7883;L542;Landesstraße Orstdurchfahrt;II Hauptverkehrs-, Industrie- & Gewerbe-, Hauptdurchgangsstraßen;0.04
738;Speckweg;2824;;Gemeindestraße;IIIa Wohsammel- und Erschließungsstraßen;0.084
2452;Sandhofer Straße;7371;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.297
3284;Bauernschaftsanwänder;11330;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.37
738;Speckweg;2513;;Gemeindestraße;IIIa Wohsammel- und Erschließungsstraßen;0.098
738;Speckweg;2645;;Gemeindestraße;IIIa Wohsammel- und Erschließungsstraßen;0.08600000000000001
752;Langer Schlag;3138;;Gemeindestraße;IIIa Wohsammel- und Erschließungsstraßen;0.054
1313;Bromberger Baumgang;4096;;Gemeindestraße;IIIa Wohsammel- und Erschließungsstraßen;0.016
1313;Bromberger Baumgang;4082;;Gemeindestraße;IIIa Wohsammel- und Erschließungsstraßen;0.089
417;Rheinauer Ring;1547;;Gemeindestraße;IIIa Wohsammel- und Erschließungsstraßen;0.134
508;Rohrhofer Straße;1490;K9758;Kreisstraße Freie Strecke;IIIa Wohsammel- und Erschließungsstraßen;0.021
2274;Unterer Dossenwald;6932;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);1.601
436;Talstraße;1595;;Gemeindestraße;IIIa Wohsammel- und Erschließungsstraßen;0.162
2258;Unterer Dossenwald;6905;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.452
2259;Unterer Dossenwald;6908;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.148
1301;Hans-Sachs-Ring;4044;;Gemeindestraße;IIIa Wohsammel- und Erschließungsstraßen;0.014
2253;Unterer Dossenwald;6890;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.381
2256;Unterer Dossenwald;6903;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.453
1385;Kattowitzer Zeile;4345;;Gemeindestraße;IIIa Wohsammel- und Erschließungsstraßen;0.018000000000000002
3676;Vogelstang;10321;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.105
1245;Neckarauer Waldweg;4330;;Gemeindestraße;IIIa Wohsammel- und Erschließungsstraßen;0.14400000000000002
3682;Vogelstang;10331;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.167
3690;Vogelstang;10358;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.117
1354;Max-Joseph-Straße;4227;;Gemeindestraße;IIIa Wohsammel- und Erschließungsstraßen;0.074
3900;Waidstücke;10829;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.468
371;Seckenheimer Landstraße;1367;;Gemeindestraße;IIIa Wohsammel- und Erschließungsstraßen;0.08700000000000001
1049;Josef-Braun-Ufer;3725;;Gemeindestraße;IIIa Wohsammel- und Erschließungsstraßen;0.17300000000000001
3904;Waidstücke;10835;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.123
551;Xaver-Fuhr-Straße;1953;;Gemeindeverbindungsstraße;IIIa Wohsammel- und Erschließungsstraßen;0.135
3648;Vogelstang;10258;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.041
3111;In den Herolden;9123;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.068
662;Lampertheimer Straße;2052;;Gemeindestraße;IIIa Wohsammel- und Erschließungsstraßen;0.116
662;Lampertheimer Straße;2054;;Gemeindestraße;IIIa Wohsammel- und Erschließungsstraßen;0.49
662;Lampertheimer Straße;2058;;Gemeindestraße;IIIa Wohsammel- und Erschließungsstraßen;0.049
2933;Au;8569;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.11800000000000001
551;Xaver-Fuhr-Straße;2032;;Gemeindestraße;IIIa Wohsammel- und Erschließungsstraßen;0.077
2728;Waldhof-Gartenstadt;7999;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.048
555;Sporwörthstraße;1812;;Gemeindestraße;IIIa Wohsammel- und Erschließungsstraßen;0.088
914;Herzogenriedstraße;3823;;Gemeindestraße;IIIa Wohsammel- und Erschließungsstraßen;0.062
508;Rohrhofer Straße;11935;K9758;Kreisstraße Orstdurchfahrt;IIIa Wohsammel- und Erschließungsstraßen;0.035
305;Wilhelm-Peters-Straße;6046;;Gemeindestraße;IIIa Wohsammel- und Erschließungsstraßen;0.048
305;Wilhelm-Peters-Straße;6044;;Gemeindestraße;IIIa Wohsammel- und Erschließungsstraßen;0.019
167;Sachsenstraße;9901;;Gemeindestraße;IIIa Wohsammel- und Erschließungsstraßen;0.037
1303;Tannhäuserring;8902;;Gemeindestraße;IIIa Wohsammel- und Erschließungsstraßen;0.02
2458;Wingertsweg;7389;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.197
3897;Seckenheim;10824;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.5690000000000001
776;Hermsheimer Straße;9440;;Gemeindestraße;IIIa Wohsammel- und Erschließungsstraßen;0.09
1475;N7,O7;4584;;Gemeindestraße;IIIa Wohsammel- und Erschließungsstraßen;0.279
270;Ilvesheimer Straße;11001;K9753;Kreisstraße Orstdurchfahrt;IIIa Wohsammel- und Erschließungsstraßen;0.045
1301;Hans-Sachs-Ring;8757;;Gemeindestraße;IIIa Wohsammel- und Erschließungsstraßen;0.076
1298;Feldbergstraße;9335;;Gemeindestraße;IIIa Wohsammel- und Erschließungsstraßen;0.012
1029;Rottfeldstraße;9426;;Gemeindestraße;IIIa Wohsammel- und Erschließungsstraßen;0.056
127;Rastatter Straße;11044;;Gemeindestraße;IIIa Wohsammel- und Erschließungsstraßen;0.008
1728;A1,L1;5123;;Gemeindestraße;IIIa Wohsammel- und Erschließungsstraßen;0.108
3742;;10464;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.031
281;Odenwaldstraße;10859;;Gemeindestraße;IIIa Wohsammel- und Erschließungsstraßen;0.037
3417;;9760;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.15
3384;;9678;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.091
620;Obere Riedstraße;8675;;Gemeindestraße;IIIa Wohsammel- und Erschließungsstraßen;0.045
159;Alemannenstraße;12870;;Gemeindestraße;IIIa Wohsammel- und Erschließungsstraßen;0.024
1042;Carl-Benz-Straße;8943;;Gemeindestraße;IIIa Wohsammel- und Erschließungsstraßen;0.03
4356;Siebenbürger Straße;12884;;Gemeindestraße;IIIa Wohsammel- und Erschließungsstraßen;0.301
144;Gotenstraße;12875;;Gemeindestraße;IIIa Wohsammel- und Erschließungsstraßen;0.018000000000000002
3402;Erdende;12825;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.027
3601;Am Großen Stein;10186;;Gemeindestraße;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.07200000000000001
2220;Hallenbrücken;6768;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.453
1584;G1,H1;4860;;Gemeindestraße;IIIb besonders hochwertige gestaltete Bereiche z.B. ZOB, Fußgängerzone;0.075
4341;;12699;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.033
1369;Kaiserring;4591;;Fußgängerzone;IIIb besonders hochwertige gestaltete Bereiche z.B. ZOB, Fußgängerzone;0.07200000000000001
3800;Wallstadt;10568;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.038
1634;E1,P1;4939;;Fußgängerzone;IIIb besonders hochwertige gestaltete Bereiche z.B. ZOB, Fußgängerzone;0.08
3956;Heddesheimer Weg;10956;;Gemeindestraße;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.446
14370;;32956;;Platz;IIIb besonders hochwertige gestaltete Bereiche z.B. ZOB, Fußgängerzone;0.213
1491;I1,K1;4635;;Gemeindestraße;IIIb besonders hochwertige gestaltete Bereiche z.B. ZOB, Fußgängerzone;0.073
402;Paulusbergstraße;11062;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.082
2292;Nördliche Anlage;6959;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.024
1190;Max-Winterhalter-Ring;3812;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.018000000000000002
2875;;8393;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.024
196;Herrenalber Straße;11047;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.038
157;Storchenstraße;10210;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.049
429;Ida-Dehmel-Ring;11279;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.07
2074;Mittelwörth;6970;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.038
1226;Josef-Rutz-Straße;3783;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.054
2074;Mittelwörth;6470;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.33
3983;;11059;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.271
1168;Traitteurstraße;3999;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.124
236;Gutacher Ring;11034;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.029
1405;Julius-Leber-Straße;11184;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.053
1246;Gernotweg;3858;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.128
4010;;11087;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.54
1223;Bruno-Rüffer-Straße;3869;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.053
4035;;11146;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.493
3101;Neckarstadt-Ost;9101;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.006
1270;Untere Clignetstraße;3945;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.07200000000000001
1190;Max-Winterhalter-Ring;3815;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.048
1243;Tullastraße;3967;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.113
1242;Kobellstraße;3833;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.074
308;Krautheimer Straße;10567;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.033
191;Am Unkenteich;10530;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.045
2039;Große Hintere Wiesen;6343;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.069
3927;Rastatter Straße;10888;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.08600000000000001
1296;Im Lohr;4285;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.095
3210;Wallstadt;9302;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.248
1133;Am Brunnengarten;3482;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.157
1023;Jakob-Trumpfheller-Straße;3488;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.073
968;Rosenstraße;3464;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.027
1069;Wörthstraße;3469;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.077
340;Brandenburger Straße;6771;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.557
2197;Dossenwaldweg;6869;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.155
1380;Tristanstraße;8756;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.073
2837;Brennstücke;8298;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.431
1901;Stabhalterstraße;6645;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.251
2038;An der Landesgrenze;6338;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.194
2057;Blumenauer Bruch;6421;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.252
2283;Giessenpfennig;6309;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.097
636;Am Weidenbergel;6163;6/72;beschränkt öffentlicher Weg;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.082
2781;Waldhof-Gartenstadt;8128;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.061
1217;Clausthaler Ring;6447;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.07
293;Jenaer Weg;6865;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.026000000000000002
1894;Oppauer Kreuzweg;7101;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.019
479;Frühlingstraße;7206;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.037
411;Herrensand;7189;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.146
274;Hallenweg;6935;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.299
274;Hallenweg;6936;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.04
1335;Lohengrinstraße;8750;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.066
1931;Wilhelmswörthstraße;7017;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.051000000000000004
1335;Lohengrinstraße;8747;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.07200000000000001
1335;Lohengrinstraße;8746;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.088
2292;Nördliche Anlage;6994;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.305
949;Jasminweg;8926;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.066
1066;Grillenbergerstraße;8811;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.056
1571;Lutherstraße;6010;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.112
609;Hopfenstraße;6135;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.03
579;Schützenstraße;5972;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.037
947;Roteichenplatz;6001;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.037
326;Kirchbergstraße;5977;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.034
1059;Richard-Wagner-Straße;5987;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.097
952;Wiesbadener Straße;8206;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.107
241;Naumburger Weg;8213;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.084
823;Siebseeweg;8157;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.033
1903;Groß-Gerauer Straße;8301;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.062
3788;Am Unkenteich;10539;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.019
240;Eilenburger Weg;8241;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.032
2843;Am Neugraben;12668;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.157
4094;Parkring;11426;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.036000000000000004
1014;Theodor-Fliedner-Weg;8070;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.028
1077;Kettelerweg;7992;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.042
4268;Neckarau;12256;;Weg innerhalb einer Grünanlage;IVc eigenst. Radwege, Geh. und Radwege;0.11
4254;Kloppenheimer Straße;12101;;Weg innerhalb einer Grünanlage;IVc eigenst. Radwege, Geh. und Radwege;0.027
905;Moosgasse;8083;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.13
3909;Feudenheim;10844;;beschränkt öffentlicher Weg;IVc eigenst. Radwege, Geh. und Radwege;0.059000000000000004
893;Hainbuchenweg;8079;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.176
2512;Schönau;7504;;beschränkt öffentlicher Weg;IVc eigenst. Radwege, Geh. und Radwege;0.026000000000000002
2519;Anton-Kurz-Weg;7518;;beschränkt öffentlicher Weg;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.073
1266;Nürburgstraße;8588;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.147
3158;Marderweg;9200;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.013000000000000001
956;Im Stillen Winkel;8640;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.049
4015;Langgewann (Seckenheim);11093;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.461
2953;Gernotweg;8618;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.069
1305;Brunhildestraße;8667;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.062
4299;Karlsternstraße;12613;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.271
4298;Obere Riedstraße;12600;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.048
2555;Assenheimer Straße;7624;;beschränkt öffentlicher Weg;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.055
2890;Torgauer Weg;8436;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.135
1828;Dohlengasse;8498;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.14300000000000002
2712;Am Bahnhof;7958;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.135
1190;Max-Winterhalter-Ring;7513;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.11
2656;Käfertal;7834;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.062
796;Meckenheimer Straße;7451;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.123
1223;Bruno-Rüffer-Straße;7502;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.012
3931;Kissler Kappes;10906;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.13
1073;Alter Frankfurter Weg;7484;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.639
1259;Ballonstraße;7555;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.099
3957;Kissler Kappes;10957;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.332
4283;Storchenstraße;12436;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.049
1397;Stettiner Straße;7249;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.04
2538;Ahornallee;7580;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.577
239;Bautzener Weg;7401;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.027
4234;Unterer Dossenwald;11968;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.187
679;Mundenheimer Straße;7387;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.016
586;Beim Johannkirchhof;7390;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.029
4018;Lämmertränk;11101;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.225
788;Regenbogen;7840;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.036000000000000004
2131;Lämmerhorst;6576;;Gemeindestraße;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.518
1254;Karlsberger Weg;7725;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.074
2857;Kühunterhorst;8375;;beschränkt öffentlicher Weg;V nicht asphaltierte/betonierte Wege (z.B. wassergebundene Deckschichten, Schotterwege);0.156
483;Beim Teufelsberg;7757;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.152
3472;Parkau;9881;;beschränkt öffentlicher Weg;IVc eigenst. Radwege, Geh. und Radwege;0.14300000000000002
648;Lemaitrestraße;8728;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.068
4219;Rheinau;11827;;Weg innerhalb einer Grünanlage;IVc eigenst. Radwege, Geh. und Radwege;0.007
4219;Rheinau;11833;;Weg innerhalb einer Grünanlage;IVc eigenst. Radwege, Geh. und Radwege;0.006
523;Am Schelmenbuckel;9696;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.026000000000000002
3235;Sachsenstraße;9831;;beschränkt öffentlicher Weg;IVc eigenst. Radwege, Geh. und Radwege;0.159
1565;Bürgermeister-Fuchs-Straße;4903;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.167
3426;;9781;;beschränkt öffentlicher Weg;IVc eigenst. Radwege, Geh. und Radwege;0.875
3419;;9771;;beschränkt öffentlicher Weg;IVc eigenst. Radwege, Geh. und Radwege;0.176
1436;Pflügersgrundstraße;4829;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.14
4156;;11607;;Gemeindestraße;IVc eigenst. Radwege, Geh. und Radwege;0.049
1570;Pestalozzistraße;4822;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.155
1342;Heydekruger Weg;4179;;Gemeindestraße;IVc eigenst. Radwege, Geh. und Radwege;0.088
1439;Riedfeldstraße;5140;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.109
4279;Lindenhof;12396;;Weg innerhalb einer Grünanlage;IVc eigenst. Radwege, Geh. und Radwege;0.017
1735;Lupinenstraße;5141;;beschränkt öffentlicher Weg;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.154
2683;Käfertal;7894;;beschränkt öffentlicher Weg;IVc eigenst. Radwege, Geh. und Radwege;0.096
1435;Alphornstraße;5065;;Gemeindestraße;IVa Anliegerstraße, befahrbarer Wohnweg, Parkplätze;0.081
4275;Windeckstraße;12331;;Weg innerhalb einer Grünanlage;IVc eigenst. Radwege, Geh. und Radwege;0.042
4274;Lindenhof;12314;;Weg innerhalb einer Grünanlage;IVc eigenst. Radwege, Geh. und Radwege;0.02
4274;Lindenhof;12315;;Weg innerhalb einer Grünanlage;IVc eigenst. Radwege, Geh. und Radwege;0.121
2934;Feudenheimer Straße;8570;;beschränkt öffentlicher Weg;IVc eigenst. Radwege, Geh. und Radwege;0.316
2687;Waldhof-Gartenstadt;2510;;beschränkt öffentlicher Weg;IVc eigenst. Radwege, Geh. und Radwege;0.108
4289;Neckarstadt-Ost;12513;;Weg innerhalb einer Grünanlage;IVc eigenst. Radwege, Geh. und Radwege;0.037
4289;Neckarstadt-Ost;12514;;Weg innerhalb einer Grünanlage;IVc eigenst. Radwege, Geh. und Radwege;0.066
2934;Feudenheimer Straße;8571;;beschränkt öffentlicher Weg;IVc eigenst. Radwege, Geh. und Radwege;0.503
